Row ID,Ship Date,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,month,year
59,18/6/2016,OFF-PA-10000587,Office Supplies,Paper,14.56,2,0,6.9888,6,2016
60,18/6/2016,TEC-AC-10002167,Technology,Accessories,30,2,0,3.3,6,2016
61,18/6/2016,OFF-BI-10001460,Office Supplies,Binders,48.48,4,0.2,16.362,6,2016
62,18/6/2016,OFF-AR-10001868,Office Supplies,Art,1.68,1,0,0.84,6,2016
63,30/11/2015,TEC-AC-10004633,Technology,Accessories,13.98,2,0,6.1512,11,2015
64,30/11/2015,OFF-BI-10001078,Office Supplies,Binders,25.824,6,0.2,9.3612,11,2015
65,30/11/2015,OFF-PA-10003892,Office Supplies,Paper,146.73,3,0,68.9631,11,2015
66,30/11/2015,FUR-FU-10000397,Furniture,Furnishings,79.76,4,0,22.3328,11,2015
67,5/5/2015,FUR-CH-10001146,Furniture,Chairs,213.115,5,0.3,-15.2225,5,2015
68,10/12/2014,OFF-AR-10002671,Office Supplies,Art,1113.024,8,0.2,111.3024,12,2014
69,10/12/2014,TEC-PH-10002726,Technology,Phones,167.968,4,0.2,62.988,12,2014
70,6/6/2016,OFF-PA-10000482,Office Supplies,Paper,75.88,2,0,35.6636,6,2016
71,23/9/2016,OFF-BI-10004654,Office Supplies,Binders,4.616,1,0.2,1.731,9,2016
72,17/9/2017,OFF-PA-10004675,Office Supplies,Paper,19.05,3,0,8.763,9,2017
73,2/5/2015,FUR-CH-10000513,Furniture,Chairs,831.936,8,0.2,-114.3912,5,2015
74,2/5/2015,FUR-FU-10003708,Furniture,Furnishings,97.04,2,0.2,1.213,5,2015
75,2/5/2015,OFF-ST-10004123,Office Supplies,Storage,72.784,1,0.2,-18.196,5,2015
76,11/12/2017,OFF-BI-10004182,Office Supplies,Binders,1.248,3,0.8,-1.9344,12,2017
77,11/12/2017,FUR-FU-10000260,Furniture,Furnishings,9.708,3,0.6,-5.8248,12,2017
78,11/12/2017,OFF-ST-10000615,Office Supplies,Storage,27.24,3,0.2,2.724,12,2017
79,1/12/2014,FUR-FU-10003194,Furniture,Furnishings,19.3,5,0.6,-14.475,12,2014
80,15/6/2016,OFF-AP-10002118,Office Supplies,Appliances,208.16,1,0,56.2032,6,2016
81,15/6/2016,OFF-BI-10002309,Office Supplies,Binders,16.74,3,0,8.0352,6,2016
82,16/10/2014,OFF-AR-10002053,Office Supplies,Art,14.9,5,0,4.172,10,2014
83,16/10/2014,OFF-ST-10002370,Office Supplies,Storage,21.39,1,0,6.2031,10,2014
84,8/9/2015,OFF-EN-10000927,Office Supplies,Envelopes,200.984,7,0.2,62.8075,9,2015
85,16/11/2017,OFF-ST-10003656,Office Supplies,Storage,230.376,3,0.2,-48.9549,11,2017
86,30/5/2017,FUR-CH-10000863,Furniture,Chairs,301.96,2,0,33.2156,5,2017
87,2/11/2017,TEC-AC-10001998,Technology,Accessories,19.99,1,0,6.7966,11,2017
88,2/11/2017,OFF-LA-10000134,Office Supplies,Labels,6.16,2,0,2.9568,11,2017
89,10/4/2016,OFF-ST-10003442,Office Supplies,Storage,158.368,7,0.2,13.8572,4,2016
90,22/9/2016,OFF-AR-10004930,Office Supplies,Art,20.1,3,0,6.633,9,2016
91,22/9/2016,TEC-PH-10004093,Technology,Phones,73.584,2,0.2,8.2782,9,2016
92,22/9/2016,OFF-PA-10000304,Office Supplies,Paper,6.48,1,0,3.1104,9,2016
93,5/2/2015,OFF-PA-10003177,Office Supplies,Paper,12.96,2,0,6.2208,2,2015
94,5/2/2015,FUR-FU-10003799,Furniture,Furnishings,53.34,3,0,16.5354,2,2015
95,5/2/2015,OFF-BI-10002852,Office Supplies,Binders,32.96,2,0,16.1504,2,2015
96,12/11/2017,OFF-BI-10004738,Office Supplies,Binders,5.682,1,0.7,-3.788,11,2017
97,11/11/2017,FUR-FU-10000629,Furniture,Furnishings,96.53,7,0,40.5426,11,2017
98,20/6/2017,OFF-BI-10001721,Office Supplies,Binders,51.312,3,0.2,17.9592,6,2017
99,11/9/2016,OFF-AP-10000358,Office Supplies,Appliances,77.88,6,0,22.5852,9,2016
100,2/9/2016,OFF-PA-10003256,Office Supplies,Paper,64.624,7,0.2,22.6184,9,2016
101,2/9/2016,TEC-AC-10001767,Technology,Accessories,95.976,3,0.2,-10.7973,9,2016
102,2/9/2016,OFF-BI-10002609,Office Supplies,Binders,1.788,3,0.8,-3.0396,9,2016
103,4/12/2016,OFF-PA-10004040,Office Supplies,Paper,23.92,4,0,11.7208,12,2016
104,17/11/2015,TEC-AC-10001552,Technology,Accessories,238.896,6,0.2,-26.8758,11,2015
105,17/11/2015,FUR-FU-10004006,Furniture,Furnishings,102.36,3,0.2,-3.8385,11,2015
106,17/11/2015,OFF-BI-10002794,Office Supplies,Binders,36.882,3,0.7,-25.8174,11,2015
107,28/11/2017,TEC-AC-10003499,Technology,Accessories,74.112,8,0.2,17.6016,11,2017
108,28/11/2017,TEC-PH-10002844,Technology,Phones,27.992,1,0.2,2.0994,11,2017
109,28/11/2017,OFF-AR-10000390,Office Supplies,Art,3.304,1,0.2,1.0738,11,2017
110,20/10/2015,TEC-AC-10000844,Technology,Accessories,339.96,5,0.2,67.992,10,2015
111,30/12/2017,FUR-FU-10001934,Furniture,Furnishings,41.96,2,0,10.9096,12,2017
112,10/11/2016,OFF-AR-10000380,Office Supplies,Art,75.96,2,0,22.788,11,2016
113,10/11/2016,OFF-BI-10003981,Office Supplies,Binders,27.24,6,0,13.3476,11,2016
114,27/8/2014,OFF-FA-10000621,Office Supplies,Fasteners,40.096,14,0.2,14.5348,8,2014
115,27/8/2014,OFF-EN-10002600,Office Supplies,Envelopes,4.72,2,0.2,1.652,8,2014
116,27/8/2014,OFF-PA-10004965,Office Supplies,Paper,23.976,3,0.2,7.4925,8,2014
117,27/8/2014,OFF-EN-10002504,Office Supplies,Envelopes,130.464,6,0.2,44.0316,8,2014
118,6/3/2015,FUR-TA-10001768,Furniture,Tables,787.53,3,0,165.3813,3,2015
119,10/4/2015,OFF-BI-10003650,Office Supplies,Binders,157.794,1,0.7,-115.7156,4,2015
120,15/6/2016,FUR-FU-10002157,Furniture,Furnishings,47.04,3,0,18.3456,6,2016
121,15/6/2016,OFF-BI-10003910,Office Supplies,Binders,30.84,4,0,13.878,6,2016
122,15/6/2016,OFF-ST-10000777,Office Supplies,Storage,226.56,6,0,63.4368,6,2016
123,15/6/2016,OFF-EN-10002500,Office Supplies,Envelopes,115.02,9,0,51.759,6,2016
124,15/6/2016,TEC-PH-10003875,Technology,Phones,68.04,7,0,19.7316,6,2016
125,28/12/2014,FUR-CH-10004063,Furniture,Chairs,600.558,3,0.3,-8.5794,12,2014
126,25/9/2014,FUR-TA-10004534,Furniture,Tables,617.7,6,0.5,-407.682,9,2014
127,12/11/2017,OFF-BI-10003274,Office Supplies,Binders,2.388,2,0.7,-1.8308,11,2017
128,12/11/2017,OFF-ST-10002974,Office Supplies,Storage,243.992,7,0.2,30.499,11,2017
129,10/11/2016,FUR-CH-10001146,Furniture,Chairs,81.424,2,0.2,-9.1602,11,2016
130,10/11/2016,FUR-FU-10003773,Furniture,Furnishings,238.56,3,0,26.2416,11,2016
131,5/2/2017,TEC-PH-10002293,Technology,Phones,59.97,5,0.4,-11.994,2,2017
132,5/2/2017,OFF-PA-10002377,Office Supplies,Paper,78.304,2,0.2,29.364,2,2017
133,5/2/2017,OFF-FA-10002780,Office Supplies,Fasteners,21.456,9,0.2,6.9732,2,2017
134,19/10/2016,OFF-PA-10001804,Office Supplies,Paper,20.04,3,0,9.6192,10,2016
135,19/10/2016,OFF-PA-10001736,Office Supplies,Paper,35.44,1,0,16.6568,10,2016
136,19/10/2016,OFF-AR-10001149,Office Supplies,Art,11.52,4,0,3.456,10,2016
137,19/10/2016,OFF-FA-10002988,Office Supplies,Fasteners,4.02,2,0,1.9698,10,2016
138,19/10/2016,OFF-BI-10004781,Office Supplies,Binders,76.176,3,0.2,26.6616,10,2016
139,19/10/2016,OFF-SU-10001218,Office Supplies,Supplies,65.88,6,0,18.4464,10,2016
140,19/10/2016,FUR-FU-10001706,Furniture,Furnishings,43.12,14,0,20.6976,10,2016
141,7/9/2016,FUR-FU-10004848,Furniture,Furnishings,82.8,2,0.2,10.35,9,2016
142,23/9/2017,OFF-AR-10000940,Office Supplies,Art,8.82,3,0,2.3814,9,2017
143,23/9/2017,OFF-EN-10004030,Office Supplies,Envelopes,10.86,3,0,5.1042,9,2017
144,23/9/2017,OFF-PA-10004327,Office Supplies,Paper,143.7,3,0,68.976,9,2017
145,27/12/2017,OFF-AP-10001058,Office Supplies,Appliances,839.43,3,0,218.2518,12,2017
146,12/9/2015,OFF-ST-10003656,Office Supplies,Storage,671.93,7,0,20.1579,9,2015
147,28/10/2014,FUR-FU-10000521,Furniture,Furnishings,93.888,4,0.2,12.9096,10,2014
148,9/12/2016,TEC-PH-10000215,Technology,Phones,384.45,11,0,103.8015,12,2016
149,9/12/2016,TEC-PH-10001448,Technology,Phones,149.97,3,0,5.9988,12,2016
150,9/12/2016,FUR-CH-10000454,Furniture,Chairs,1951.84,8,0,585.552,12,2016
151,9/12/2016,OFF-BI-10002735,Office Supplies,Binders,171.55,5,0,80.6285,12,2016
152,16/3/2016,OFF-AP-10000326,Office Supplies,Appliances,157.92,5,0.2,17.766,3,2016
153,16/3/2016,TEC-PH-10001254,Technology,Phones,203.184,2,0.2,15.2388,3,2016
154,2/6/2015,OFF-PA-10001950,Office Supplies,Paper,58.38,7,0,26.271,6,2015
155,2/6/2015,OFF-PA-10002254,Office Supplies,Paper,105.52,4,0,48.5392,6,2015
156,2/6/2015,OFF-ST-10001590,Office Supplies,Storage,80.88,6,0,21.0288,6,2015
157,3/6/2015,OFF-AR-10001547,Office Supplies,Art,6.63,3,0,1.7901,6,2015
158,6/3/2014,FUR-CH-10004063,Furniture,Chairs,457.568,2,0.2,51.4764,3,2014
159,24/11/2016,OFF-LA-10002475,Office Supplies,Labels,14.62,2,0,6.8714,11,2016
160,24/11/2016,TEC-PH-10004536,Technology,Phones,944.93,7,0,236.2325,11,2016
161,12/5/2016,OFF-PA-10002751,Office Supplies,Paper,5.98,1,0,2.691,5,2016
162,31/12/2015,TEC-AC-10003657,Technology,Accessories,54.384,2,0.2,1.3596,12,2015
163,20/11/2016,OFF-EN-10001990,Office Supplies,Envelopes,28.4,5,0,13.348,11,2016
164,11/11/2016,OFF-BI-10004002,Office Supplies,Binders,27.68,2,0.2,9.688,11,2016
165,12/9/2014,OFF-AR-10004441,Office Supplies,Art,9.936,3,0.2,2.7324,9,2014
166,12/9/2014,TEC-MA-10000822,Technology,Machines,8159.952,8,0.4,-1359.992,9,2014
167,12/9/2014,OFF-ST-10000991,Office Supplies,Storage,275.928,3,0.2,-58.6347,9,2014
168,12/9/2014,FUR-CH-10004287,Furniture,Chairs,1740.06,9,0.3,-24.858,9,2014
169,12/9/2014,OFF-AR-10002656,Office Supplies,Art,32.064,6,0.2,6.8136,9,2014
170,12/9/2014,OFF-AP-10002518,Office Supplies,Appliances,177.98,5,0.8,-453.849,9,2014
171,12/9/2014,TEC-PH-10003931,Technology,Phones,143.976,3,0.2,8.9985,9,2014
172,9/8/2014,OFF-PA-10000659,Office Supplies,Paper,20.94,3,0,9.8418,8,2014
173,9/8/2014,OFF-PA-10001144,Office Supplies,Paper,110.96,2,0,53.2608,8,2014
174,9/8/2014,FUR-CH-10003817,Furniture,Chairs,340.144,7,0.2,21.259,8,2014
175,19/9/2014,OFF-AP-10000891,Office Supplies,Appliances,52.448,2,0.8,-131.12,9,2014
176,19/9/2014,OFF-LA-10003148,Office Supplies,Labels,20.16,4,0.2,6.552,9,2014
177,25/4/2017,OFF-AP-10002684,Office Supplies,Appliances,97.264,4,0.8,-243.16,4,2017
178,23/11/2015,FUR-CH-10004698,Furniture,Chairs,396.802,7,0.3,-11.3372,11,2015
179,23/11/2015,OFF-SU-10002189,Office Supplies,Supplies,15.88,5,0.2,-3.7715,11,2015
180,19/12/2015,OFF-AR-10001940,Office Supplies,Art,3.28,1,0,1.4104,12,2015
181,9/12/2014,OFF-ST-10003455,Office Supplies,Storage,24.816,2,0.2,1.8612,12,2014
182,9/12/2014,TEC-AC-10004659,Technology,Accessories,408.744,7,0.2,76.6395,12,2014
183,24/11/2014,TEC-PH-10003273,Technology,Phones,503.96,4,0,131.0296,11,2014
184,24/11/2014,TEC-PH-10004896,Technology,Phones,149.95,5,0,41.986,11,2014
185,24/11/2014,TEC-AC-10002345,Technology,Accessories,29,2,0,7.25,11,2014
186,2/12/2016,OFF-BI-10001890,Office Supplies,Binders,7.16,2,0,3.4368,12,2016
187,30/8/2014,TEC-AC-10002323,Technology,Accessories,176.8,8,0,22.984,8,2014
188,22/7/2016,OFF-ST-10001328,Office Supplies,Storage,37.224,3,0.2,3.7224,7,2016
189,22/7/2016,OFF-PA-10001950,Office Supplies,Paper,20.016,3,0.2,6.255,7,2016
190,14/10/2015,FUR-BO-10002613,Furniture,Bookcases,899.136,4,0.2,112.392,10,2015
191,14/10/2015,TEC-PH-10001552,Technology,Phones,71.76,6,0,20.0928,10,2015
192,14/10/2015,OFF-PA-10000061,Office Supplies,Paper,51.84,8,0,24.8832,10,2015
193,14/10/2015,FUR-BO-10002545,Furniture,Bookcases,626.352,3,0.2,46.9764,10,2015
194,14/10/2015,OFF-AR-10003514,Office Supplies,Art,19.9,5,0,6.567,10,2015
195,6/11/2015,OFF-EN-10001509,Office Supplies,Envelopes,14.28,7,0,6.7116,11,2015
196,25/3/2014,OFF-AR-10004685,Office Supplies,Art,7.408,2,0.2,1.2038,3,2014
197,25/3/2014,OFF-AR-10004027,Office Supplies,Art,6.048,3,0.2,1.5876,3,2014
198,13/11/2017,OFF-ST-10001414,Office Supplies,Storage,46.26,3,0,12.0276,11,2017
199,13/7/2017,OFF-BI-10000343,Office Supplies,Binders,2.946,2,0.7,-2.2586,7,2017
200,13/7/2017,OFF-PA-10002749,Office Supplies,Paper,16.056,3,0.2,5.8203,7,2017
201,29/6/2017,OFF-PA-10002666,Office Supplies,Paper,21.744,3,0.2,6.795,6,2017
202,5/8/2014,FUR-TA-10004289,Furniture,Tables,218.75,2,0.5,-161.875,8,2014
203,5/8/2014,OFF-AP-10003622,Office Supplies,Appliances,2.6,1,0.2,0.2925,8,2014
204,21/12/2017,OFF-AP-10003217,Office Supplies,Appliances,66.284,2,0.8,-178.9668,12,2017
205,7/6/2017,FUR-FU-10002960,Furniture,Furnishings,35.168,7,0.2,9.6712,6,2017
206,14/12/2017,TEC-PH-10001918,Technology,Phones,444.768,4,0.2,44.4768,12,2017
207,7/12/2017,OFF-ST-10000642,Office Supplies,Storage,83.92,4,0,5.8744,12,2017
208,7/12/2017,TEC-PH-10001700,Technology,Phones,131.98,2,0,35.6346,12,2017
209,7/12/2017,OFF-BI-10003274,Office Supplies,Binders,15.92,4,0,7.4824,12,2017
210,7/12/2017,OFF-FA-10000134,Office Supplies,Fasteners,52.29,9,0,16.2099,12,2017
211,7/12/2017,OFF-ST-10001522,Office Supplies,Storage,91.99,1,0,3.6796,12,2017
212,13/2/2015,TEC-AC-10001266,Technology,Accessories,20.8,2,0.2,6.5,2,2015
213,9/1/2015,OFF-LA-10004544,Office Supplies,Labels,23.68,2,0.2,8.88,1,2015
214,9/1/2015,FUR-BO-10004695,Furniture,Bookcases,452.45,5,0.5,-244.323,1,2015
215,9/1/2015,TEC-PH-10002844,Technology,Phones,62.982,3,0.4,-14.6958,1,2015
216,9/1/2015,TEC-MA-10000864,Technology,Machines,1188,9,0.7,-950.4,1,2015
217,9/1/2015,TEC-AC-10000109,Technology,Accessories,89.584,2,0.2,4.4792,1,2015
218,1/11/2016,OFF-ST-10001328,Office Supplies,Storage,93.06,6,0,26.0568,11,2016
219,1/11/2016,TEC-PH-10002563,Technology,Phones,302.376,3,0.2,22.6782,11,2016
220,27/12/2015,OFF-FA-10000585,Office Supplies,Fasteners,5.584,2,0.2,1.8148,12,2015
221,27/12/2015,OFF-PA-10004000,Office Supplies,Paper,22.704,6,0.2,8.2302,12,2015
222,27/12/2015,OFF-BI-10002852,Office Supplies,Binders,19.776,4,0.7,-13.8432,12,2015
223,27/12/2015,FUR-FU-10000087,Furniture,Furnishings,72.704,4,0.2,19.0848,12,2015
224,27/12/2015,TEC-MA-10001148,Technology,Machines,479.988,4,0.7,-383.9904,12,2015
225,27/12/2015,OFF-AR-10001958,Office Supplies,Art,27.168,2,0.2,2.7168,12,2015
226,16/8/2015,OFF-AR-10001026,Office Supplies,Art,2.2,1,0,0.968,8,2015
227,16/8/2015,FUR-TA-10003748,Furniture,Tables,622.45,5,0,136.939,8,2015
228,16/8/2015,OFF-ST-10002485,Office Supplies,Storage,21.98,1,0,0.2198,8,2015
229,4/3/2015,FUR-CH-10004860,Furniture,Chairs,161.568,2,0.2,-28.2744,3,2015
230,4/3/2015,FUR-CH-10004477,Furniture,Chairs,389.696,8,0.2,43.8408,3,2015
231,17/9/2014,OFF-BI-10001679,Office Supplies,Binders,18.648,7,0.7,-12.432,9,2014
232,12/4/2017,FUR-TA-10001705,Furniture,Tables,233.86,2,0.45,-102.048,4,2017
233,12/4/2017,FUR-TA-10003473,Furniture,Tables,620.6145,3,0.45,-248.2458,4,2017
234,12/4/2017,OFF-BI-10001679,Office Supplies,Binders,5.328,2,0.7,-3.552,4,2017
235,12/4/2017,FUR-FU-10004017,Furniture,Furnishings,258.072,3,0.2,0,4,2017
236,12/4/2017,TEC-AC-10003832,Technology,Accessories,617.976,3,0.2,-7.7247,4,2017
237,16/11/2017,OFF-PA-10002479,Office Supplies,Paper,10.56,2,0,4.752,11,2017
238,9/6/2016,OFF-PA-10003349,Office Supplies,Paper,25.92,5,0.2,9.396,6,2016
239,9/6/2016,FUR-FU-10000576,Furniture,Furnishings,419.68,5,0.6,-356.728,6,2016
240,9/6/2016,FUR-FU-10004351,Furniture,Furnishings,11.688,3,0.6,-4.6752,6,2016
241,9/6/2016,TEC-PH-10000011,Technology,Phones,31.984,2,0.2,11.1944,6,2016
242,9/6/2016,FUR-TA-10002607,Furniture,Tables,177.225,5,0.5,-120.513,6,2016
243,9/6/2016,FUR-FU-10002505,Furniture,Furnishings,4.044,3,0.6,-2.8308,6,2016
244,9/6/2016,OFF-AR-10004685,Office Supplies,Art,7.408,2,0.2,1.2038,6,2016
245,6/6/2014,FUR-CH-10004063,Furniture,Chairs,2001.86,7,0,580.5394,6,2014
246,6/6/2014,OFF-ST-10002276,Office Supplies,Storage,166.72,2,0,41.68,6,2014
247,6/6/2014,OFF-PA-10004082,Office Supplies,Paper,47.88,6,0,23.94,6,2014
248,6/6/2014,OFF-AP-10002945,Office Supplies,Appliances,1503.25,5,0,496.0725,6,2014
249,6/6/2014,OFF-PA-10000061,Office Supplies,Paper,25.92,4,0,12.4416,6,2014
250,15/12/2016,FUR-CH-10002965,Furniture,Chairs,321.568,2,0.2,28.1372,12,2016
251,17/9/2016,OFF-PA-10004569,Office Supplies,Paper,7.61,1,0,3.5767,9,2016
252,17/9/2016,TEC-AC-10003832,Technology,Accessories,3347.37,13,0,636.0003,9,2016
253,13/12/2016,OFF-ST-10001228,Office Supplies,Storage,80.58,6,0,22.5624,12,2016
254,13/12/2016,OFF-EN-10003296,Office Supplies,Envelopes,361.92,4,0,162.864,12,2016
255,4/12/2015,FUR-FU-10002505,Furniture,Furnishings,12.132,9,0.6,-8.4924,12,2015
256,4/12/2015,OFF-ST-10004804,Office Supplies,Storage,82.368,2,0.2,-19.5624,12,2015
257,4/12/2015,OFF-ST-10001590,Office Supplies,Storage,53.92,5,0.2,4.044,12,2015
258,4/12/2015,TEC-PH-10001580,Technology,Phones,647.904,6,0.2,56.6916,12,2015
259,3/12/2017,TEC-AC-10000290,Technology,Accessories,20.37,3,0,6.9258,12,2017
260,3/12/2017,OFF-ST-10002790,Office Supplies,Storage,221.55,3,0,6.6465,12,2017
261,3/12/2017,OFF-BI-10003460,Office Supplies,Binders,17.52,5,0.2,6.132,12,2017
262,12/6/2017,OFF-AP-10002203,Office Supplies,Appliances,1.624,2,0.8,-4.466,6,2017
263,21/9/2014,TEC-MA-10000822,Technology,Machines,3059.982,3,0.4,-509.997,9,2014
264,21/9/2014,TEC-MA-10003353,Technology,Machines,2519.958,7,0.4,-251.9958,9,2014
265,13/6/2016,TEC-PH-10001433,Technology,Phones,328.224,4,0.2,28.7196,6,2016
266,15/11/2015,TEC-AC-10004469,Technology,Accessories,79.9,2,0,35.156,11,2015
267,20/6/2017,OFF-AR-10003602,Office Supplies,Art,14.016,3,0.2,4.7304,6,2017
268,28/1/2016,OFF-FA-10003472,Office Supplies,Fasteners,7.56,6,0,0.3024,1,2016
269,13/12/2017,OFF-ST-10004180,Office Supplies,Storage,37.208,1,0.2,-7.4416,12,2017
270,13/12/2017,OFF-EN-10004386,Office Supplies,Envelopes,57.576,3,0.2,21.591,12,2017
271,2/1/2018,OFF-ST-10003208,Office Supplies,Storage,725.84,4,0,210.4936,1,2018
272,31/7/2015,TEC-AC-10003628,Technology,Accessories,209.93,7,0,92.3692,7,2015
273,31/7/2015,FUR-FU-10003274,Furniture,Furnishings,5.28,3,0,2.3232,7,2015
274,31/7/2015,OFF-BI-10002557,Office Supplies,Binders,10.92,3,0.2,4.095,7,2015
275,17/9/2017,OFF-PA-10002615,Office Supplies,Paper,8.82,2,0,4.0572,9,2017
276,17/9/2017,OFF-AR-10001427,Office Supplies,Art,5.98,1,0,1.5548,9,2017
277,17/10/2017,OFF-PA-10000673,Office Supplies,Paper,11.648,2,0.2,4.0768,10,2017
278,17/10/2017,OFF-PA-10004470,Office Supplies,Paper,18.176,4,0.2,5.9072,10,2017
279,17/10/2017,OFF-ST-10000876,Office Supplies,Storage,59.712,6,0.2,5.9712,10,2017
280,17/10/2017,OFF-LA-10002043,Office Supplies,Labels,24.84,3,0.2,8.694,10,2017
